year,month,day,정석학술정보관,H-M MAIN,HO-M MAIN,HN-M MAIN,본관,5호남관,김현태 인하드림센터,"9호관,평생교육원",60주년,서호관,하이테크센터,로스쿨관,학생회관,"2호남관, 4호관",5호북관,"2호북관,2북신관",인하드림센터 3관,5호동관
2022,10,19,6836.0,5560.0,5047.0,5416.0,4799.0,4907.0,4750.0,4851.0,5129.0,4790.0,4905.0,4804.0,4800.0,4955.0,4833.0,4955.0,4744.0,4876.0
2022,10,20,8227.0,6951.0,6437.0,6806.0,6190.0,6298.0,6141.0,6241.0,6519.0,6180.0,6295.0,6194.0,6190.0,6345.0,6223.0,6345.0,6134.0,6266.0
2022,10,21,9617.0,8341.0,7828.0,8197.0,7580.0,7688.0,7531.0,7632.0,7910.0,7571.0,7686.0,7585.0,7581.0,7735.0,7613.0,7735.0,7524.0,7656.0
2022,10,22,10000.0,9732.0,9218.0,9587.0,8971.0,9079.0,8922.0,9022.0,9300.0,8961.0,9076.0,8975.0,8971.0,9126.0,9004.0,9126.0,8915.0,9047.0
2022,10,23,2397.0,11122.0,10000.0,10000.0,10000.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,10000.0,9999.0,10000.0,9999.0,10000.0,10000.0,9999.0
2022,10,24,3787.0,12512.0,1998.0,2367.0,1750.0,1859.0,1702.0,1803.0,2081.0,1742.0,1857.0,1755.0,1752.0,1906.0,1785.0,1905.0,1694.0,1827.0
2022,10,25,5178.0,13903.0,3389.0,3758.0,3141.0,3250.0,3093.0,3194.0,3472.0,3133.0,3248.0,3146.0,3143.0,3297.0,3176.0,3296.0,3085.0,3218.0
2022,10,26,6566.0,15291.0,4776.0,5145.0,4529.0,4638.0,4481.0,4582.0,4860.0,4521.0,4635.0,4533.0,4530.0,4684.0,4563.0,4684.0,4473.0,4606.0
2022,10,27,7956.0,16681.0,6166.0,6535.0,5919.0,6028.0,5871.0,5972.0,6249.0,5910.0,6025.0,5923.0,5920.0,6074.0,5953.0,6074.0,5863.0,5996.0
2022,10,28,9347.0,18072.0,7557.0,7926.0,7310.0,7419.0,7262.0,7363.0,7641.0,7302.0,7416.0,7314.0,7311.0,7465.0,7344.0,7465.0,7254.0,7387.0
2022,10,29,10000.0,19462.0,8948.0,9317.0,8700.0,8809.0,8652.0,8753.0,9031.0,8692.0,8807.0,8705.0,8702.0,8855.0,8734.0,8855.0,8644.0,8777.0
2022,10,30,2127.0,20853.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2022,10,31,3519.0,22245.0,1729.0,2098.0,1482.0,1591.0,1434.0,1535.0,1813.0,1474.0,1588.0,1486.0,1483.0,1637.0,1516.0,1637.0,1426.0,1559.0
2022,11,1,4911.0,23637.0,3121.0,3490.0,2874.0,2983.0,2825.0,2926.0,3204.0,2865.0,2980.0,2878.0,2875.0,3029.0,2908.0,3029.0,2818.0,2951.0
2022,11,2,6302.0,25028.0,4512.0,4881.0,4265.0,4374.0,4217.0,4318.0,4596.0,4257.0,4371.0,4269.0,4266.0,4420.0,4299.0,4420.0,4209.0,4342.0
2022,11,3,7693.0,26419.0,5904.0,6273.0,5656.0,5765.0,5608.0,5709.0,5987.0,5648.0,5763.0,5661.0,5658.0,5812.0,5691.0,5811.0,5600.0,5733.0
2022,11,4,9085.0,27811.0,7295.0,7664.0,7048.0,7157.0,7000.0,7101.0,7378.0,7039.0,7154.0,7052.0,7049.0,7203.0,7082.0,7203.0,6992.0,7125.0
2022,11,5,10000.0,29202.0,8686.0,9055.0,8439.0,8548.0,8391.0,8492.0,8770.0,8430.0,8545.0,8443.0,8440.0,8594.0,8473.0,8594.0,8383.0,8516.0
2022,11,6,1866.0,30593.0,10000.0,10000.0,9830.0,9939.0,9781.0,9882.0,10000.0,9821.0,9936.0,9834.0,9831.0,9985.0,9864.0,9985.0,9774.0,9907.0
2022,11,7,3257.0,31984.0,1467.0,1836.0,10000.0,10000.0,10000.0,10000.0,1551.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2022,11,8,4648.0,33375.0,2858.0,3227.0,2611.0,2720.0,2563.0,2664.0,2942.0,2603.0,2717.0,2615.0,2612.0,2766.0,2645.0,2766.0,2555.0,2688.0
2022,11,9,6039.0,34766.0,4250.0,4619.0,4002.0,4111.0,3954.0,4055.0,4333.0,3994.0,4109.0,4007.0,4004.0,4158.0,4036.0,4157.0,3946.0,4079.0
2022,11,10,7431.0,36158.0,5641.0,6010.0,5394.0,5503.0,5346.0,5447.0,5725.0,5386.0,5500.0,5398.0,5395.0,5549.0,5428.0,5549.0,5338.0,5471.0
2022,11,11,8822.0,37549.0,7033.0,7401.0,6785.0,6894.0,6737.0,6838.0,7116.0,6777.0,6892.0,6790.0,6787.0,6940.0,6819.0,6940.0,6729.0,6862.0
2022,11,12,10000.0,38941.0,8424.0,8793.0,8177.0,8286.0,8129.0,8230.0,8508.0,8169.0,8283.0,8181.0,8178.0,8332.0,8211.0,8332.0,8121.0,8254.0
2022,11,13,1605.0,40332.0,9816.0,10000.0,9568.0,9677.0,9520.0,9621.0,9899.0,9560.0,9675.0,9573.0,9570.0,9724.0,9603.0,9724.0,9513.0,9646.0
2022,11,14,2996.0,41724.0,10000.0,1575.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2022,11,15,4387.0,43115.0,2598.0,2967.0,2350.0,2459.0,2302.0,2403.0,2681.0,2342.0,2457.0,2355.0,2352.0,2505.0,2384.0,2505.0,2294.0,2427.0
2022,11,16,5779.0,44507.0,3989.0,4358.0,3741.0,3850.0,3693.0,3794.0,4072.0,3733.0,3848.0,3746.0,3743.0,3897.0,3776.0,3897.0,3686.0,3819.0
2022,11,17,7170.0,45898.0,5381.0,5750.0,5133.0,5242.0,5085.0,5186.0,5464.0,5125.0,5240.0,5138.0,5135.0,5289.0,5167.0,5288.0,5077.0,5210.0
2022,11,18,8562.0,47290.0,6772.0,7141.0,6525.0,6634.0,6477.0,6578.0,6856.0,6517.0,6631.0,6529.0,6526.0,6680.0,6559.0,6680.0,6469.0,6602.0
2022,11,19,9953.0,48681.0,8164.0,8533.0,7916.0,8025.0,7868.0,7969.0,8247.0,7908.0,8023.0,7921.0,7918.0,8072.0,7950.0,8071.0,7860.0,7993.0
2022,11,20,10000.0,50073.0,9555.0,9924.0,9308.0,9417.0,9259.0,9360.0,9638.0,9299.0,9414.0,9312.0,9309.0,9463.0,9342.0,9463.0,9252.0,9385.0
2022,11,21,2735.0,51464.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2022,11,22,4126.0,52855.0,2336.0,2705.0,2089.0,2198.0,2041.0,2142.0,2420.0,2081.0,2195.0,2093.0,2090.0,2244.0,2123.0,2244.0,2033.0,2166.0
2022,11,23,5503.0,54232.0,3713.0,4082.0,3466.0,3575.0,3418.0,3518.0,3796.0,3457.0,3572.0,3470.0,3467.0,3621.0,3500.0,3621.0,3410.0,3543.0
2022,11,24,6894.0,55623.0,5104.0,5473.0,4857.0,4966.0,4809.0,4910.0,5188.0,4849.0,4963.0,4861.0,4858.0,5012.0,4891.0,5012.0,4801.0,4934.0
2022,11,25,8285.0,57014.0,6496.0,6865.0,6248.0,6357.0,6200.0,6301.0,6579.0,6240.0,6355.0,6253.0,6250.0,6404.0,6283.0,6404.0,6192.0,6325.0
2022,11,26,9676.0,58405.0,7887.0,8256.0,7639.0,7748.0,7591.0,7692.0,7970.0,7631.0,7746.0,7644.0,7641.0,7795.0,7674.0,7795.0,7584.0,7717.0
2022,11,27,10000.0,59797.0,9279.0,9647.0,9031.0,9140.0,8983.0,9084.0,9362.0,9023.0,9138.0,9036.0,9033.0,9186.0,9065.0,9186.0,8975.0,9108.0
2022,11,28,2459.0,61189.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2022,11,29,3850.0,62580.0,2061.0,2430.0,1813.0,1922.0,1765.0,1866.0,2144.0,1805.0,1920.0,1818.0,1815.0,1969.0,1848.0,1968.0,1757.0,1890.0
2022,11,30,5242.0,63972.0,3452.0,3821.0,3205.0,3314.0,3157.0,3258.0,3536.0,3197.0,3311.0,3209.0,3206.0,3360.0,3239.0,3360.0,3149.0,3282.0
2022,12,1,6634.0,65364.0,4844.0,5213.0,4597.0,4706.0,4549.0,4650.0,4928.0,4589.0,4703.0,4601.0,4598.0,4752.0,4631.0,4752.0,4541.0,4674.0
2022,12,2,8026.0,66756.0,6237.0,6605.0,5989.0,6098.0,5941.0,6042.0,6320.0,5981.0,6096.0,5993.0,5990.0,6144.0,6023.0,6144.0,5933.0,6066.0
2022,12,3,9418.0,68148.0,7628.0,7997.0,7380.0,7489.0,7332.0,7433.0,7711.0,7372.0,7487.0,7385.0,7382.0,7536.0,7415.0,7536.0,7325.0,7458.0
2022,12,4,10000.0,69539.0,9020.0,9389.0,8772.0,8881.0,8724.0,8825.0,9103.0,8764.0,8879.0,8777.0,8774.0,8928.0,8807.0,8928.0,8717.0,8850.0
2022,12,5,2201.0,70932.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2022,12,6,3593.0,72324.0,1804.0,2173.0,1556.0,1665.0,1508.0,1609.0,1887.0,1548.0,1663.0,1561.0,1558.0,1712.0,1591.0,1712.0,1501.0,1633.0
2022,12,7,4985.0,73716.0,3196.0,3564.0,2948.0,3057.0,2900.0,3001.0,3279.0,2940.0,3055.0,2952.0,2949.0,3103.0,2982.0,3103.0,2892.0,3025.0
2022,12,8,5508.0,74239.0,3719.0,4088.0,3471.0,3580.0,3423.0,3524.0,3802.0,3463.0,3578.0,3476.0,3473.0,3627.0,3506.0,3627.0,3416.0,3549.0
2022,12,9,5651.0,3431.0,2466.0,2933.0,1997.0,2064.0,1849.0,2186.0,2268.0,1926.0,2006.0,1938.0,2078.0,2133.0,1892.0,2133.0,1821.0,2149.0
2022,12,10,7039.0,4819.0,3853.0,4320.0,3385.0,3452.0,3237.0,3574.0,3656.0,3313.0,3393.0,3325.0,3465.0,3520.0,3279.0,3520.0,3208.0,3536.0
2022,12,11,8426.0,6206.0,5240.0,5707.0,4772.0,4838.0,4623.0,4960.0,5042.0,4700.0,4780.0,4712.0,4852.0,4907.0,4666.0,4907.0,4595.0,4923.0
2022,12,12,9812.0,7592.0,6627.0,7094.0,6158.0,6225.0,6010.0,6347.0,6429.0,6087.0,6167.0,6099.0,6239.0,6294.0,6053.0,6294.0,5982.0,6310.0
2022,12,13,10000.0,8978.0,8013.0,8480.0,7544.0,7611.0,7396.0,7733.0,7815.0,7473.0,7553.0,7485.0,7625.0,7680.0,7439.0,7680.0,7368.0,7696.0
2022,12,14,2583.0,10364.0,9398.0,9865.0,8930.0,8997.0,8782.0,9118.0,9200.0,8858.0,8938.0,8870.0,9010.0,9065.0,8824.0,9065.0,8753.0,9081.0
2022,12,15,3969.0,11750.0,10000.0,10000.0,9999.0,10000.0,9999.0,9999.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,9999.0,10000.0,9999.0,10000.0
2022,12,16,5355.0,13136.0,2170.0,2637.0,1702.0,1768.0,1554.0,1891.0,1972.0,1630.0,1710.0,1642.0,1782.0,1837.0,1597.0,1837.0,1526.0,1852.0
2022,12,17,6740.0,14521.0,3555.0,4022.0,3087.0,3153.0,2939.0,3276.0,3357.0,3015.0,3095.0,3027.0,3167.0,3222.0,2982.0,3222.0,2911.0,3238.0
2022,12,18,8124.0,15905.0,4938.0,5405.0,4471.0,4537.0,4323.0,4660.0,4741.0,4399.0,4478.0,4410.0,4550.0,4605.0,4365.0,4605.0,4294.0,4621.0
2022,12,19,9507.0,17288.0,6322.0,6789.0,5854.0,5920.0,5706.0,6043.0,6124.0,5782.0,5862.0,5794.0,5934.0,5989.0,5749.0,5988.0,5677.0,6004.0
2022,12,20,10000.0,18672.0,7706.0,8173.0,7238.0,7304.0,7090.0,7427.0,7508.0,7166.0,7246.0,7178.0,7318.0,7373.0,7133.0,7373.0,7062.0,7389.0
2022,12,21,2275.0,20057.0,9091.0,9558.0,8623.0,8689.0,8475.0,8812.0,8893.0,8551.0,8631.0,8563.0,8703.0,8757.0,8517.0,8757.0,8446.0,8773.0
2022,12,22,3661.0,21443.0,10000.0,10000.0,10000.0,10000.0,9861.0,10000.0,10000.0,9937.0,10000.0,9949.0,10000.0,10000.0,9904.0,10000.0,9833.0,10000.0
2022,12,23,5048.0,22830.0,1862.0,2329.0,1394.0,1460.0,10000.0,1583.0,1664.0,10000.0,1402.0,10000.0,1474.0,1529.0,10000.0,1529.0,10000.0,1545.0
2022,12,24,6433.0,24215.0,3248.0,3714.0,2780.0,2846.0,2632.0,2969.0,3050.0,2708.0,2788.0,2720.0,2860.0,2914.0,2674.0,2914.0,2603.0,2930.0
2022,12,25,7819.0,25601.0,4633.0,5100.0,4166.0,4232.0,4018.0,4355.0,4436.0,4094.0,4173.0,4105.0,4245.0,4300.0,4060.0,4300.0,3989.0,4316.0
2022,12,26,9205.0,26987.0,6019.0,6486.0,5552.0,5618.0,5404.0,5741.0,5822.0,5480.0,5559.0,5491.0,5631.0,5686.0,5446.0,5686.0,5375.0,5702.0
2022,12,27,10000.0,28373.0,7406.0,7872.0,6938.0,7004.0,6790.0,7127.0,7208.0,6866.0,6946.0,6877.0,7017.0,7072.0,6832.0,7072.0,6761.0,7088.0
2022,12,28,1976.0,29759.0,8791.0,9258.0,8324.0,8390.0,8176.0,8513.0,8594.0,8252.0,8331.0,8263.0,8403.0,8458.0,8218.0,8458.0,8147.0,8474.0
2022,12,29,3362.0,31145.0,10000.0,10000.0,9710.0,9776.0,9562.0,9899.0,9979.0,9637.0,9717.0,9649.0,9789.0,9844.0,9604.0,9844.0,9533.0,9860.0
2022,12,30,4748.0,32531.0,1562.0,2029.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2022,12,31,6134.0,33917.0,2948.0,3415.0,2481.0,2546.0,2332.0,2669.0,2750.0,2408.0,2488.0,2420.0,2560.0,2615.0,2375.0,2615.0,2304.0,2631.0
2023,1,1,7443.0,95181.0,4247.0,4707.0,3814.0,3922.0,3705.0,3925.0,4272.0,3762.0,3973.0,3722.0,3859.0,4043.0,3825.0,4043.0,3668.0,3902.0
2023,1,2,8848.0,96586.0,5652.0,6112.0,5219.0,5327.0,5110.0,5330.0,5676.0,5166.0,5378.0,5127.0,5264.0,5448.0,5230.0,5448.0,5073.0,5307.0
2023,1,3,10000.0,97990.0,7057.0,7517.0,6623.0,6731.0,6514.0,6734.0,7081.0,6571.0,6783.0,6532.0,6669.0,6853.0,6635.0,6853.0,6478.0,6712.0
2023,1,4,1656.0,99395.0,8462.0,8922.0,8028.0,8136.0,7919.0,8139.0,8486.0,7976.0,8188.0,7937.0,8074.0,8258.0,8040.0,8257.0,7882.0,8116.0
2023,1,5,3061.0,100000.0,9866.0,10000.0,9433.0,9541.0,9324.0,9544.0,9891.0,9381.0,9592.0,9341.0,9478.0,9662.0,9444.0,9662.0,9287.0,9521.0
2023,1,6,4465.0,2203.0,10000.0,1730.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2023,1,7,5870.0,3608.0,2675.0,3134.0,2241.0,2349.0,2132.0,2352.0,2699.0,2189.0,2400.0,2149.0,2286.0,2470.0,2252.0,2470.0,2095.0,2329.0
2023,1,8,7275.0,5013.0,4079.0,4539.0,3645.0,3753.0,3536.0,3756.0,4103.0,3593.0,3805.0,3554.0,3691.0,3875.0,3657.0,3875.0,3500.0,3734.0
2023,1,9,8678.0,6416.0,5482.0,5942.0,5049.0,5157.0,4940.0,5160.0,5507.0,4997.0,5208.0,4957.0,5094.0,5278.0,5060.0,5278.0,4903.0,5137.0
2023,1,10,10000.0,7819.0,6885.0,7345.0,6452.0,6559.0,6342.0,6562.0,6909.0,6399.0,6611.0,6360.0,6497.0,6681.0,6463.0,6681.0,6306.0,6540.0
2023,1,11,1483.0,9222.0,8289.0,8749.0,7855.0,7963.0,7746.0,7966.0,8313.0,7803.0,8015.0,7764.0,7901.0,8085.0,7867.0,8085.0,7710.0,7943.0
2023,1,12,2888.0,10627.0,9693.0,10000.0,9260.0,9368.0,9150.0,9370.0,9717.0,9207.0,9419.0,9168.0,9305.0,9489.0,9271.0,9489.0,9114.0,9348.0
2023,1,13,4293.0,12032.0,10000.0,1558.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2023,1,14,5699.0,13438.0,2503.0,2963.0,2070.0,2178.0,1961.0,2181.0,2528.0,2018.0,2229.0,1978.0,2115.0,2299.0,2081.0,2299.0,1924.0,2158.0
2023,1,15,7105.0,14844.0,3909.0,4369.0,3476.0,3584.0,3367.0,3587.0,3933.0,3423.0,3635.0,3384.0,3521.0,3705.0,3487.0,3705.0,3330.0,3564.0
2023,1,16,8510.0,16249.0,5314.0,5774.0,4881.0,4989.0,4772.0,4992.0,5338.0,4828.0,5040.0,4789.0,4926.0,5110.0,4892.0,5110.0,4735.0,4969.0
2023,1,17,9915.0,17654.0,6719.0,7179.0,6286.0,6394.0,6177.0,6397.0,6743.0,6233.0,6445.0,6194.0,6331.0,6515.0,6297.0,6515.0,6140.0,6374.0
2023,1,18,10000.0,19058.0,8123.0,8583.0,7690.0,7798.0,7581.0,7801.0,8148.0,7637.0,7849.0,7598.0,7735.0,7919.0,7701.0,7919.0,7544.0,7778.0
2023,1,19,2722.0,20462.0,9527.0,9987.0,9094.0,9202.0,8985.0,9205.0,9551.0,9041.0,9253.0,9002.0,9139.0,9323.0,9105.0,9323.0,8948.0,9182.0
2023,1,20,4127.0,21867.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2023,1,21,5531.0,23271.0,2336.0,2795.0,1902.0,2010.0,1793.0,2013.0,2360.0,1850.0,2062.0,1811.0,1948.0,2131.0,1913.0,2131.0,1756.0,1990.0
2023,1,22,6935.0,24675.0,3739.0,4199.0,3306.0,3414.0,3197.0,3417.0,3764.0,3254.0,3465.0,3214.0,3351.0,3535.0,3317.0,3535.0,3160.0,3394.0
2023,1,23,8339.0,26079.0,5143.0,5603.0,4709.0,4817.0,4600.0,4820.0,5167.0,4657.0,4869.0,4618.0,4755.0,4939.0,4721.0,4939.0,4564.0,4798.0
2023,1,24,9742.0,27482.0,6547.0,7006.0,6113.0,6221.0,6004.0,6224.0,6571.0,6061.0,6273.0,6022.0,6159.0,6342.0,6124.0,6342.0,5967.0,6201.0
2023,1,25,10000.0,28885.0,7949.0,8409.0,7516.0,7624.0,7406.0,7626.0,7973.0,7463.0,7675.0,7424.0,7561.0,7745.0,7527.0,7745.0,7370.0,7604.0
2023,1,26,2550.0,30291.0,9355.0,9815.0,8922.0,9030.0,8813.0,9033.0,9380.0,8870.0,9081.0,8830.0,8967.0,9151.0,8933.0,9151.0,8776.0,9010.0
2023,1,27,3955.0,31696.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2023,1,28,4774.0,32515.0,1579.0,2039.0,1145.0,1253.0,1036.0,1256.0,1603.0,1093.0,1305.0,1054.0,1191.0,1375.0,1157.0,1375.0,1000.0,1234.0
2023,1,29,,,,,,,,,,,,,,,,,,
2023,1,30,3791.0,1520.0,595.0,1055.0,161.0,270.0,53.0,273.0,620.0,110.0,321.0,69.0,206.0,391.0,172.0,391.0,16.0,250.0
2023,1,31,,,,,,,,,,,,,,,,,,
2023,2,1,,,,,,,,,,,,,,,,,,
2023,2,2,,,,,,,,,,,,,,,,,,
2023,2,3,3791.0,1520.0,595.0,1055.0,161.0,270.0,53.0,273.0,620.0,110.0,321.0,69.0,206.0,391.0,172.0,391.0,16.0,250.0
2023,2,4,3791.0,1520.0,595.0,1055.0,161.0,270.0,53.0,273.0,620.0,110.0,321.0,69.0,206.0,391.0,172.0,391.0,16.0,250.0
2023,2,5,3791.0,1520.0,595.0,1055.0,161.0,270.0,53.0,273.0,620.0,110.0,321.0,69.0,206.0,391.0,172.0,391.0,16.0,250.0
2023,2,6,,,,,,,,,,,,,,,,,,
2023,2,7,,,,,,,,,,,,,,,,,,
2023,2,8,3791.0,1520.0,595.0,1055.0,161.0,270.0,53.0,273.0,620.0,110.0,321.0,69.0,206.0,391.0,172.0,391.0,16.0,250.0
2023,2,9,3791.0,1520.0,595.0,1055.0,161.0,270.0,53.0,273.0,620.0,110.0,321.0,69.0,206.0,391.0,172.0,391.0,16.0,250.0
2023,2,10,3791.0,1520.0,595.0,1055.0,161.0,270.0,53.0,273.0,620.0,110.0,321.0,69.0,206.0,391.0,172.0,391.0,16.0,250.0
2023,2,11,3791.0,1520.0,595.0,1055.0,161.0,270.0,53.0,273.0,620.0,110.0,321.0,69.0,206.0,391.0,172.0,391.0,16.0,250.0
2023,2,12,3791.0,1520.0,595.0,1055.0,161.0,270.0,53.0,273.0,620.0,110.0,321.0,69.0,206.0,391.0,172.0,391.0,16.0,250.0
2023,2,13,3791.0,1520.0,595.0,1055.0,161.0,270.0,53.0,273.0,620.0,110.0,321.0,69.0,206.0,391.0,172.0,391.0,16.0,250.0
2023,2,14,3791.0,1520.0,595.0,1055.0,161.0,270.0,53.0,273.0,620.0,110.0,321.0,69.0,206.0,391.0,172.0,391.0,16.0,250.0
2023,2,15,3791.0,1520.0,595.0,1055.0,161.0,270.0,53.0,273.0,620.0,110.0,321.0,69.0,206.0,391.0,172.0,391.0,16.0,250.0
2023,2,16,3791.0,1520.0,595.0,1055.0,161.0,270.0,53.0,273.0,620.0,110.0,321.0,69.0,206.0,391.0,172.0,391.0,16.0,250.0
2023,2,17,,,,,,,,,,,,,,,,,,
2023,2,18,,,,,,,,,,,,,,,,,,
2023,2,19,,,,,,,,,,,,,,,,,,
2023,2,20,,,,,,,,,,,,,,,,,,
2023,2,21,,,,,,,,,,,,,,,,,,
2023,2,22,,,,,,,,,,,,,,,,,,
2023,2,23,,,,,,,,,,,,,,,,,,
2023,2,24,,,,,,,,,,,,,,,,,,
2023,2,25,,,,,,,,,,,,,,,,,,
2023,2,26,,,,,,,,,,,,,,,,,,
2023,2,27,,,,,,,,,,,,,,,,,,
2023,2,28,,,,,,,,,,,,,,,,,,
2023,3,1,,,,,,,,,,,,,,,,,,
2023,3,2,,,,,,,,,,,,,,,,,,
2023,3,3,5075.0,2236.0,930.0,1675.0,294.0,427.0,95.0,632.0,713.0,235.0,361.0,177.0,473.0,557.0,225.0,557.0,48.0,515.0
2023,3,4,3226.0,1322.0,579.0,1134.0,143.0,303.0,61.0,419.0,511.0,133.0,280.0,126.0,234.0,339.0,184.0,339.0,38.0,324.0
2023,3,5,2808.0,1166.0,526.0,1096.0,114.0,299.0,53.0,307.0,486.0,128.0,286.0,127.0,190.0,330.0,191.0,330.0,24.0,307.0
2023,3,6,5110.0,2229.0,921.0,1734.0,290.0,472.0,104.0,626.0,716.0,249.0,391.0,216.0,445.0,520.0,224.0,520.0,45.0,590.0
2023,3,7,4871.0,2081.0,905.0,1650.0,282.0,467.0,105.0,516.0,684.0,224.0,374.0,190.0,432.0,481.0,224.0,481.0,172.0,559.0
2023,3,8,4469.0,1954.0,828.0,1528.0,269.0,439.0,97.0,485.0,670.0,222.0,358.0,184.0,381.0,444.0,199.0,444.0,46.0,524.0
2023,3,9,4770.0,2021.0,907.0,1615.0,293.0,458.0,108.0,538.0,695.0,232.0,377.0,176.0,426.0,483.0,223.0,483.0,39.0,546.0
2023,3,10,4213.0,1771.0,825.0,1345.0,276.0,381.0,84.0,424.0,605.0,188.0,343.0,164.0,397.0,401.0,251.0,401.0,21.0,424.0
2023,3,11,2755.0,1101.0,513.0,999.0,111.0,259.0,45.0,338.0,432.0,118.0,264.0,141.0,198.0,287.0,224.0,287.0,19.0,248.0
2023,3,12,2899.0,1210.0,500.0,1159.0,120.0,289.0,63.0,314.0,492.0,146.0,264.0,125.0,192.0,373.0,244.0,373.0,20.0,283.0
2023,3,13,5421.0,2353.0,963.0,1829.0,328.0,503.0,128.0,639.0,703.0,251.0,377.0,195.0,465.0,535.0,277.0,535.0,48.0,612.0
2023,3,14,5082.0,2228.0,907.0,1715.0,294.0,517.0,124.0,594.0,662.0,229.0,374.0,184.0,440.0,501.0,265.0,501.0,47.0,573.0
2023,3,15,4742.0,2046.0,897.0,1638.0,289.0,487.0,90.0,483.0,655.0,221.0,357.0,187.0,446.0,492.0,250.0,492.0,41.0,550.0
2023,3,16,5083.0,2236.0,908.0,1754.0,292.0,484.0,106.0,651.0,661.0,249.0,356.0,199.0,435.0,484.0,255.0,484.0,51.0,604.0
2023,3,17,4660.0,1976.0,871.0,1542.0,283.0,416.0,114.0,545.0,634.0,199.0,339.0,184.0,402.0,454.0,249.0,454.0,41.0,472.0
2023,3,18,3031.0,1223.0,538.0,1090.0,132.0,299.0,46.0,336.0,456.0,155.0,262.0,117.0,229.0,358.0,227.0,358.0,12.0,265.0
2023,3,19,2766.0,1185.0,491.0,1120.0,134.0,275.0,54.0,276.0,472.0,154.0,247.0,115.0,170.0,343.0,233.0,343.0,13.0,273.0
2023,3,20,4878.0,2063.0,878.0,1696.0,283.0,464.0,100.0,571.0,625.0,236.0,362.0,181.0,425.0,495.0,265.0,495.0,14.0,555.0
2023,3,21,4501.0,1866.0,857.0,1541.0,255.0,427.0,73.0,481.0,595.0,208.0,334.0,185.0,408.0,479.0,226.0,479.0,14.0,507.0
2023,3,22,4130.0,1785.0,764.0,1395.0,252.0,375.0,88.0,414.0,606.0,201.0,345.0,137.0,344.0,416.0,225.0,416.0,14.0,478.0
2023,3,23,3853.0,1602.0,738.0,1324.0,234.0,337.0,70.0,357.0,553.0,183.0,351.0,162.0,298.0,394.0,223.0,394.0,13.0,408.0
2023,3,24,3817.0,1579.0,721.0,1295.0,220.0,360.0,82.0,350.0,538.0,175.0,348.0,145.0,316.0,386.0,217.0,386.0,13.0,403.0
2023,3,25,2603.0,1080.0,464.0,975.0,92.0,260.0,33.0,312.0,440.0,135.0,240.0,101.0,178.0,266.0,200.0,266.0,11.0,245.0
2023,3,26,2563.0,1021.0,469.0,1037.0,111.0,263.0,38.0,225.0,430.0,134.0,275.0,129.0,158.0,313.0,201.0,313.0,12.0,256.0
2023,3,27,4442.0,1868.0,811.0,1518.0,267.0,410.0,79.0,475.0,628.0,201.0,329.0,165.0,427.0,421.0,249.0,421.0,14.0,493.0
2023,3,28,3909.0,1552.0,730.0,1396.0,254.0,328.0,54.0,323.0,566.0,165.0,336.0,148.0,311.0,459.0,234.0,459.0,15.0,386.0
2023,3,29,3780.0,1490.0,687.0,1375.0,257.0,305.0,61.0,314.0,527.0,172.0,325.0,143.0,292.0,400.0,244.0,400.0,14.0,383.0
2023,3,30,3731.0,1434.0,693.0,1348.0,229.0,300.0,64.0,299.0,530.0,168.0,353.0,147.0,279.0,381.0,243.0,381.0,17.0,348.0
2023,3,31,3474.0,1338.0,694.0,1261.0,267.0,286.0,52.0,261.0,501.0,146.0,324.0,127.0,306.0,356.0,252.0,356.0,99.0,320.0
