year,month,day,정석학술정보관,H-M MAIN,HO-M MAIN,HN-M MAIN,본관,5호남관,김현태 인하드림센터,"9호관,평생교육원",60주년,서호관,하이테크센터,로스쿨관,학생회관,"2호남관, 4호관",5호북관,"2호북관,2북신관",인하드림센터 3관,5호동관
2022,5,14,3575.0,1385.0,718.0,1213.0,189.0,316.0,80.0,236.0,613.0,110.0,420.0,145.0,195.0,350.0,1000.0,350.0,30.0,304.0
2022,5,15,2229.0,870.0,388.0,826.0,77.0,183.0,49.0,164.0,419.0,81.0,223.0,87.0,118.0,219.0,148.0,219.0,17.0,175.0
2022,5,16,2016.0,859.0,342.0,793.0,76.0,190.0,49.0,149.0,426.0,72.0,213.0,77.0,94.0,228.0,145.0,228.0,18.0,173.0
2022,5,17,3064.0,1120.0,636.0,1056.0,177.0,226.0,67.0,183.0,475.0,103.0,371.0,131.0,179.0,306.0,1000.0,306.0,22.0,263.0
2022,5,18,2979.0,1160.0,578.0,1091.0,172.0,226.0,76.0,200.0,515.0,104.0,332.0,126.0,173.0,312.0,999.0,312.0,21.0,265.0
2022,5,19,2112.0,845.0,409.0,861.0,93.0,180.0,50.0,141.0,442.0,77.0,237.0,117.0,108.0,237.0,1000.0,237.0,17.0,195.0
2022,5,20,2996.0,1144.0,509.0,1076.0,179.0,226.0,83.0,179.0,503.0,100.0,271.0,107.0,170.0,322.0,197.0,322.0,21.0,244.0
2022,5,21,2897.0,1113.0,508.0,1028.0,182.0,220.0,56.0,173.0,499.0,97.0,270.0,111.0,169.0,307.0,1000.0,307.0,18.0,244.0
2022,5,22,2156.0,859.0,382.0,825.0,85.0,164.0,43.0,137.0,447.0,78.0,232.0,103.0,96.0,231.0,1000.0,231.0,15.0,196.0
2022,5,23,1990.0,817.0,349.0,809.0,84.0,170.0,39.0,143.0,417.0,71.0,224.0,81.0,90.0,241.0,1000.0,241.0,16.0,172.0
2022,5,24,3269.0,1242.0,626.0,1179.0,207.0,248.0,80.0,188.0,566.0,103.0,383.0,116.0,179.0,347.0,1000.0,347.0,21.0,267.0
2022,5,25,3065.0,1223.0,507.0,1092.0,208.0,227.0,73.0,195.0,519.0,122.0,276.0,110.0,169.0,325.0,1000.0,325.0,20.0,237.0
2022,5,26,2947.0,1184.0,487.0,1065.0,171.0,227.0,74.0,188.0,545.0,104.0,260.0,112.0,167.0,326.0,1000.0,326.0,20.0,241.0
2022,5,27,2975.0,1162.0,501.0,1060.0,186.0,230.0,73.0,183.0,502.0,105.0,264.0,106.0,170.0,315.0,1000.0,315.0,20.0,267.0
2022,5,28,2981.0,1181.0,492.0,1075.0,160.0,226.0,64.0,182.0,556.0,115.0,270.0,104.0,166.0,314.0,160.0,314.0,17.0,264.0
2022,5,29,2108.0,825.0,351.0,823.0,81.0,167.0,41.0,136.0,435.0,78.0,218.0,87.0,105.0,221.0,1000.0,221.0,16.0,191.0
2022,5,30,2071.0,865.0,388.0,840.0,87.0,185.0,40.0,160.0,421.0,73.0,235.0,89.0,120.0,241.0,1000.0,241.0,28.0,198.0
2022,5,31,3358.0,1284.0,647.0,1107.0,183.0,252.0,81.0,207.0,583.0,105.0,367.0,138.0,188.0,335.0,1000.0,335.0,39.0,266.0
2022,6,1,3456.0,1304.0,675.0,1151.0,182.0,255.0,80.0,237.0,559.0,108.0,382.0,145.0,188.0,336.0,1000.0,336.0,41.0,281.0
2022,6,2,3792.0,1521.0,720.0,1253.0,195.0,337.0,94.0,271.0,647.0,114.0,416.0,163.0,202.0,376.0,190.0,376.0,43.0,327.0
2022,6,3,3502.0,1292.0,652.0,1199.0,210.0,279.0,85.0,235.0,550.0,109.0,375.0,144.0,194.0,378.0,186.0,378.0,39.0,286.0
2022,6,4,3419.0,1291.0,668.0,1134.0,182.0,268.0,80.0,248.0,539.0,106.0,371.0,127.0,210.0,337.0,172.0,337.0,37.0,282.0
2022,6,5,2475.0,960.0,441.0,916.0,87.0,214.0,48.0,172.0,458.0,85.0,232.0,92.0,154.0,270.0,1000.0,270.0,54.0,211.0
2022,6,6,2456.0,982.0,530.0,934.0,85.0,223.0,49.0,194.0,465.0,77.0,333.0,97.0,138.0,269.0,148.0,269.0,54.0,216.0
2022,6,7,3617.0,1410.0,679.0,1230.0,178.0,323.0,86.0,261.0,589.0,101.0,390.0,147.0,197.0,384.0,192.0,384.0,40.0,302.0
2022,6,8,4025.0,1588.0,740.0,1342.0,210.0,373.0,108.0,332.0,643.0,122.0,415.0,165.0,225.0,409.0,205.0,409.0,46.0,345.0
2022,6,9,4264.0,1678.0,769.0,1473.0,220.0,391.0,99.0,313.0,695.0,115.0,432.0,177.0,230.0,446.0,211.0,446.0,44.0,383.0
2022,6,10,4263.0,1671.0,786.0,1448.0,212.0,401.0,86.0,319.0,679.0,110.0,440.0,170.0,235.0,469.0,205.0,469.0,41.0,377.0
2022,6,11,3779.0,1447.0,690.0,1291.0,168.0,334.0,91.0,249.0,622.0,104.0,385.0,150.0,206.0,400.0,208.0,400.0,53.0,313.0
2022,6,12,2908.0,1089.0,533.0,1001.0,82.0,270.0,50.0,232.0,502.0,77.0,345.0,98.0,144.0,284.0,172.0,284.0,57.0,221.0
2022,6,13,2420.0,1010.0,435.0,979.0,86.0,230.0,47.0,160.0,501.0,72.0,251.0,91.0,132.0,287.0,168.0,287.0,44.0,228.0
2022,6,14,4174.0,1632.0,735.0,1462.0,186.0,393.0,99.0,287.0,695.0,116.0,407.0,173.0,221.0,461.0,218.0,461.0,33.0,405.0
2022,6,15,3876.0,1493.0,699.0,1329.0,222.0,346.0,90.0,274.0,620.0,108.0,392.0,140.0,212.0,427.0,201.0,427.0,33.0,340.0
2022,6,16,4304.0,1664.0,764.0,1554.0,232.0,397.0,98.0,292.0,695.0,115.0,421.0,172.0,222.0,441.0,239.0,441.0,48.0,373.0
2022,6,17,3940.0,1498.0,704.0,1429.0,226.0,328.0,84.0,298.0,629.0,116.0,392.0,156.0,219.0,413.0,199.0,413.0,36.0,330.0
2022,6,18,3616.0,1340.0,673.0,1307.0,201.0,270.0,76.0,227.0,653.0,105.0,381.0,140.0,230.0,379.0,182.0,379.0,34.0,304.0
2022,6,19,2719.0,1017.0,495.0,1002.0,82.0,199.0,53.0,183.0,529.0,79.0,320.0,106.0,116.0,259.0,155.0,259.0,31.0,204.0
2022,6,20,2512.0,1030.0,494.0,1027.0,85.0,191.0,60.0,218.0,499.0,78.0,316.0,90.0,127.0,278.0,158.0,278.0,38.0,196.0
2022,6,21,4176.0,1597.0,764.0,1511.0,185.0,353.0,98.0,328.0,647.0,108.0,400.0,163.0,245.0,450.0,225.0,450.0,48.0,357.0
2022,6,22,4215.0,1598.0,772.0,1508.0,229.0,329.0,109.0,339.0,658.0,101.0,421.0,166.0,247.0,445.0,208.0,445.0,42.0,398.0
2022,6,23,4111.0,1617.0,741.0,1427.0,238.0,330.0,88.0,329.0,663.0,110.0,404.0,160.0,226.0,426.0,213.0,426.0,31.0,366.0
2022,6,24,4243.0,1675.0,758.0,1558.0,251.0,370.0,105.0,313.0,691.0,112.0,405.0,172.0,225.0,432.0,227.0,432.0,39.0,411.0
2022,6,25,4184.0,1618.0,724.0,1508.0,206.0,351.0,97.0,318.0,716.0,111.0,399.0,155.0,216.0,417.0,222.0,417.0,38.0,369.0
2022,6,26,2624.0,992.0,519.0,1049.0,91.0,188.0,52.0,176.0,508.0,80.0,332.0,89.0,122.0,289.0,157.0,289.0,45.0,224.0
2022,6,27,2788.0,1015.0,533.0,1116.0,89.0,220.0,44.0,193.0,519.0,83.0,363.0,90.0,117.0,312.0,174.0,312.0,45.0,236.0
2022,6,28,4396.0,1726.0,795.0,1557.0,212.0,363.0,94.0,334.0,739.0,144.0,432.0,161.0,251.0,470.0,245.0,470.0,49.0,422.0
2022,6,29,4543.0,1782.0,798.0,1597.0,243.0,402.0,104.0,340.0,709.0,132.0,432.0,166.0,266.0,484.0,250.0,484.0,42.0,409.0
2022,6,30,4373.0,1679.0,775.0,1576.0,237.0,340.0,89.0,322.0,717.0,116.0,415.0,161.0,251.0,486.0,253.0,486.0,46.0,421.0
2022,7,1,4640.0,1753.0,809.0,1697.0,242.0,396.0,103.0,345.0,730.0,119.0,419.0,169.0,261.0,492.0,247.0,492.0,42.0,423.0
2022,7,2,4592.0,1824.0,791.0,1640.0,227.0,447.0,109.0,377.0,734.0,117.0,425.0,181.0,246.0,470.0,238.0,470.0,34.0,465.0
2022,7,3,2804.0,1048.0,511.0,1010.0,102.0,246.0,49.0,192.0,503.0,98.0,328.0,88.0,144.0,284.0,166.0,284.0,45.0,230.0
2022,7,4,2326.0,970.0,396.0,948.0,78.0,236.0,47.0,166.0,484.0,80.0,226.0,93.0,133.0,284.0,160.0,284.0,33.0,207.0
2022,7,5,4430.0,1729.0,763.0,1612.0,244.0,380.0,99.0,373.0,675.0,113.0,428.0,162.0,239.0,450.0,232.0,450.0,36.0,391.0
2022,7,6,4587.0,1792.0,792.0,1691.0,217.0,408.0,104.0,397.0,697.0,126.0,419.0,167.0,256.0,474.0,245.0,474.0,43.0,407.0
2022,7,7,4571.0,1796.0,794.0,1663.0,266.0,407.0,93.0,409.0,662.0,117.0,422.0,168.0,260.0,480.0,253.0,480.0,46.0,418.0
2022,7,8,4631.0,1831.0,790.0,1665.0,226.0,403.0,96.0,382.0,746.0,126.0,431.0,165.0,244.0,474.0,244.0,474.0,55.0,413.0
2022,7,9,4492.0,1756.0,845.0,1552.0,235.0,412.0,110.0,376.0,714.0,121.0,441.0,172.0,276.0,468.0,256.0,468.0,45.0,407.0
2022,7,10,2992.0,1131.0,556.0,1155.0,105.0,286.0,53.0,223.0,517.0,99.0,373.0,100.0,138.0,311.0,178.0,311.0,45.0,248.0
2022,7,11,2814.0,1178.0,541.0,1061.0,87.0,283.0,63.0,221.0,592.0,78.0,331.0,116.0,156.0,320.0,188.0,320.0,39.0,258.0
2022,7,12,4991.0,1902.0,850.0,1869.0,248.0,437.0,108.0,417.0,710.0,127.0,449.0,185.0,282.0,538.0,320.0,538.0,44.0,474.0
2022,7,13,4874.0,1874.0,818.0,1790.0,255.0,455.0,127.0,395.0,730.0,124.0,434.0,179.0,264.0,523.0,312.0,523.0,47.0,472.0
2022,7,14,5192.0,2001.0,886.0,1904.0,238.0,463.0,125.0,446.0,763.0,128.0,426.0,182.0,314.0,574.0,293.0,574.0,52.0,535.0
2022,7,15,5206.0,2030.0,856.0,1986.0,258.0,486.0,111.0,439.0,751.0,143.0,433.0,202.0,283.0,584.0,324.0,584.0,50.0,512.0
2022,7,16,5088.0,1906.0,870.0,1897.0,235.0,493.0,112.0,366.0,850.0,126.0,434.0,185.0,297.0,593.0,294.0,593.0,56.0,513.0
2022,7,17,3188.0,1171.0,570.0,1236.0,96.0,308.0,72.0,213.0,537.0,89.0,359.0,132.0,158.0,364.0,215.0,364.0,43.0,302.0
2022,7,18,2988.0,1183.0,574.0,1220.0,105.0,270.0,60.0,233.0,526.0,87.0,352.0,138.0,140.0,370.0,213.0,370.0,45.0,290.0
2022,7,19,5321.0,2064.0,865.0,1963.0,252.0,509.0,129.0,426.0,797.0,126.0,452.0,181.0,278.0,600.0,333.0,600.0,40.0,546.0
2022,7,20,5196.0,1982.0,874.0,1937.0,257.0,473.0,113.0,374.0,825.0,130.0,470.0,185.0,276.0,580.0,309.0,580.0,50.0,530.0
2022,7,21,5529.0,2207.0,950.0,1999.0,269.0,526.0,122.0,484.0,889.0,137.0,465.0,208.0,328.0,596.0,309.0,596.0,50.0,565.0
2022,7,22,5619.0,2373.0,913.0,1951.0,276.0,522.0,130.0,505.0,960.0,140.0,475.0,196.0,293.0,619.0,288.0,619.0,56.0,519.0
2022,7,23,5361.0,2100.0,915.0,1972.0,261.0,509.0,120.0,451.0,807.0,142.0,457.0,203.0,294.0,604.0,316.0,604.0,53.0,529.0
2022,7,24,3541.0,1388.0,647.0,1353.0,98.0,362.0,53.0,337.0,586.0,99.0,358.0,157.0,181.0,400.0,253.0,400.0,40.0,320.0
2022,7,25,3298.0,1355.0,596.0,1309.0,92.0,335.0,87.0,324.0,547.0,99.0,375.0,132.0,146.0,376.0,256.0,376.0,49.0,315.0
2022,7,26,5782.0,2239.0,993.0,2072.0,247.0,534.0,130.0,542.0,847.0,151.0,479.0,229.0,339.0,628.0,311.0,628.0,50.0,578.0
2022,7,27,5653.0,2212.0,942.0,2064.0,261.0,520.0,138.0,518.0,834.0,133.0,482.0,199.0,313.0,617.0,315.0,617.0,60.0,600.0
2022,7,28,5538.0,2180.0,956.0,2025.0,254.0,522.0,123.0,509.0,801.0,134.0,470.0,201.0,319.0,626.0,319.0,626.0,53.0,532.0
2022,7,29,5384.0,2133.0,913.0,1998.0,260.0,500.0,126.0,524.0,823.0,131.0,445.0,218.0,306.0,629.0,314.0,629.0,55.0,541.0
2022,7,30,5391.0,2115.0,941.0,1931.0,250.0,515.0,109.0,458.0,820.0,148.0,444.0,227.0,313.0,582.0,298.0,582.0,55.0,527.0
2022,7,31,3363.0,1284.0,642.0,1285.0,95.0,318.0,54.0,311.0,560.0,90.0,367.0,156.0,167.0,387.0,223.0,387.0,42.0,325.0
2022,8,1,2947.0,1185.0,576.0,1167.0,84.0,305.0,66.0,258.0,518.0,86.0,356.0,126.0,151.0,344.0,204.0,344.0,40.0,279.0
2022,8,2,4979.0,1947.0,837.0,1798.0,234.0,453.0,117.0,405.0,739.0,126.0,445.0,181.0,284.0,551.0,276.0,551.0,51.0,502.0
2022,8,3,5246.0,2061.0,893.0,1880.0,252.0,454.0,114.0,450.0,789.0,123.0,444.0,187.0,304.0,549.0,298.0,549.0,50.0,534.0
2022,8,4,5227.0,2017.0,886.0,1908.0,245.0,500.0,100.0,470.0,761.0,143.0,461.0,195.0,276.0,566.0,287.0,566.0,55.0,534.0
2022,8,5,5295.0,2152.0,895.0,1867.0,263.0,475.0,118.0,436.0,857.0,138.0,458.0,197.0,307.0,583.0,297.0,583.0,55.0,496.0
2022,8,6,5137.0,2014.0,852.0,1849.0,241.0,466.0,123.0,449.0,745.0,142.0,442.0,172.0,275.0,568.0,282.0,568.0,57.0,508.0
2022,8,7,3253.0,1231.0,576.0,1204.0,89.0,299.0,71.0,258.0,555.0,110.0,351.0,126.0,137.0,344.0,228.0,344.0,34.0,295.0
2022,8,8,2987.0,1231.0,562.0,1156.0,85.0,322.0,68.0,290.0,542.0,81.0,382.0,128.0,117.0,358.0,206.0,358.0,38.0,267.0
2022,8,9,5387.0,2084.0,933.0,1962.0,253.0,483.0,118.0,417.0,824.0,143.0,479.0,186.0,294.0,613.0,308.0,613.0,50.0,511.0
2022,8,10,5130.0,1978.0,854.0,1923.0,253.0,472.0,124.0,440.0,765.0,135.0,438.0,195.0,281.0,599.0,287.0,599.0,55.0,520.0
2022,8,11,5111.0,1981.0,842.0,1872.0,251.0,426.0,105.0,405.0,754.0,127.0,434.0,181.0,281.0,566.0,316.0,566.0,49.0,516.0
2022,8,12,5157.0,1986.0,873.0,1896.0,271.0,433.0,112.0,442.0,782.0,124.0,458.0,196.0,265.0,572.0,316.0,572.0,60.0,500.0
2022,8,13,4703.0,1820.0,820.0,1679.0,257.0,432.0,114.0,386.0,695.0,127.0,427.0,163.0,259.0,528.0,253.0,528.0,55.0,453.0
2022,8,14,2956.0,1127.0,568.0,1028.0,89.0,271.0,63.0,220.0,495.0,88.0,340.0,127.0,151.0,294.0,189.0,294.0,71.0,257.0
2022,8,15,1845.0,827.0,304.0,674.0,69.0,186.0,38.0,118.0,438.0,68.0,175.0,75.0,88.0,236.0,1000.0,236.0,33.0,170.0
2022,8,16,,,,,,,,,,,,,,,,,,
2022,8,17,2953.0,1666.0,1185.0,1458.0,773.0,906.0,756.0,897.0,1137.0,765.0,993.0,809.0,808.0,944.0,836.0,944.0,729.0,872.0
2022,8,18,4340.0,3053.0,2571.0,2845.0,2160.0,2293.0,2143.0,2284.0,2523.0,2151.0,2379.0,2195.0,2195.0,2331.0,2223.0,2331.0,2116.0,2259.0
2022,8,19,5726.0,4439.0,3957.0,4231.0,3546.0,3679.0,3529.0,3670.0,3910.0,3538.0,3765.0,3581.0,3581.0,3717.0,3609.0,3717.0,3502.0,3645.0
2022,8,20,7111.0,5824.0,5343.0,5617.0,4931.0,5064.0,4914.0,5055.0,5295.0,4923.0,5151.0,4967.0,4967.0,5103.0,4995.0,5103.0,4888.0,5031.0
2022,8,21,8497.0,7210.0,6729.0,7003.0,6317.0,6450.0,6300.0,6441.0,6681.0,6309.0,6537.0,6353.0,6353.0,6489.0,6381.0,6488.0,6273.0,6416.0
2022,8,22,9882.0,8595.0,8113.0,8387.0,7702.0,7835.0,7685.0,7826.0,8066.0,7694.0,7921.0,7737.0,7737.0,7873.0,7765.0,7873.0,7658.0,7801.0
2022,8,23,10000.0,9981.0,9499.0,9773.0,9088.0,9221.0,9071.0,9212.0,9452.0,9080.0,9307.0,9123.0,9123.0,9259.0,9151.0,9259.0,9044.0,9187.0
2022,8,24,2653.0,11367.0,10000.0,10000.0,10000.0,10000.0,9999.0,10000.0,10000.0,10000.0,9999.0,9999.0,9999.0,10000.0,9999.0,10000.0,10000.0,10000.0
2022,8,25,4039.0,12753.0,2270.0,2544.0,1859.0,1992.0,1843.0,1983.0,2222.0,1850.0,2079.0,1895.0,1895.0,2030.0,1923.0,2030.0,1815.0,1958.0
2022,8,26,5425.0,14139.0,3656.0,3930.0,3245.0,3377.0,3228.0,3368.0,3608.0,3236.0,3465.0,3281.0,3281.0,3416.0,3309.0,3416.0,3201.0,3344.0
2022,8,27,6810.0,15524.0,5042.0,5316.0,4630.0,4763.0,4614.0,4754.0,4994.0,4622.0,4851.0,4667.0,4667.0,4802.0,4695.0,4802.0,4587.0,4730.0
2022,8,28,8197.0,16911.0,6428.0,6702.0,6017.0,6149.0,6000.0,6140.0,6380.0,6008.0,6237.0,6053.0,6053.0,6188.0,6081.0,6188.0,5973.0,6116.0
2022,8,29,9583.0,18297.0,7814.0,8088.0,7403.0,7536.0,7387.0,7527.0,7767.0,7395.0,7623.0,7439.0,7439.0,7574.0,7467.0,7574.0,7359.0,7502.0
2022,8,30,10000.0,19682.0,9200.0,9474.0,8788.0,8921.0,8772.0,8912.0,9152.0,8780.0,9009.0,8825.0,8825.0,8960.0,8853.0,8959.0,8744.0,8887.0
2022,8,31,2353.0,21068.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2022,9,1,3740.0,22455.0,1972.0,2246.0,1560.0,1693.0,1544.0,1684.0,1924.0,1552.0,1781.0,1597.0,1597.0,1732.0,1624.0,1731.0,1516.0,1659.0
2022,9,2,5127.0,23842.0,3358.0,3632.0,2947.0,3080.0,2931.0,3071.0,3311.0,2939.0,3167.0,2983.0,2983.0,3118.0,3011.0,3118.0,2903.0,3046.0
2022,9,3,6513.0,25228.0,4745.0,5019.0,4333.0,4466.0,4317.0,4457.0,4697.0,4325.0,4554.0,4370.0,4370.0,4505.0,4398.0,4505.0,4289.0,4432.0
2022,9,4,7900.0,26615.0,6131.0,6405.0,5720.0,5853.0,5704.0,5844.0,6083.0,5711.0,5940.0,5756.0,5756.0,5891.0,5784.0,5891.0,5676.0,5819.0
2022,9,5,9286.0,28001.0,7517.0,7791.0,7106.0,7239.0,7090.0,7230.0,7470.0,7098.0,7326.0,7142.0,7142.0,7277.0,7170.0,7277.0,7062.0,7205.0
2022,9,6,10000.0,29387.0,8903.0,9177.0,8492.0,8625.0,8476.0,8616.0,8856.0,8484.0,8712.0,8528.0,8528.0,8663.0,8556.0,8663.0,8448.0,8591.0
2022,9,7,2057.0,30773.0,10000.0,10000.0,9878.0,10000.0,9862.0,10000.0,10000.0,9870.0,10000.0,9915.0,9915.0,10000.0,9943.0,10000.0,9835.0,9978.0
2022,9,8,3443.0,32159.0,1675.0,1949.0,10000.0,1396.0,10000.0,1387.0,1627.0,10000.0,1484.0,10000.0,10000.0,1435.0,10000.0,1435.0,10000.0,10000.0
2022,9,9,4830.0,33546.0,3061.0,3335.0,2649.0,2782.0,2633.0,2773.0,3013.0,2641.0,2870.0,2686.0,2686.0,2821.0,2714.0,2821.0,2606.0,2749.0
2022,9,10,6216.0,34932.0,4447.0,4721.0,4036.0,4169.0,4020.0,4160.0,4400.0,4028.0,4256.0,4072.0,4072.0,4207.0,4100.0,4207.0,3992.0,4135.0
2022,9,11,7602.0,36318.0,5833.0,6107.0,5422.0,5555.0,5406.0,5546.0,5786.0,5414.0,5642.0,5458.0,5458.0,5593.0,5486.0,5593.0,5378.0,5521.0
2022,9,12,8988.0,37704.0,7220.0,7494.0,6808.0,6941.0,6792.0,6932.0,7172.0,6800.0,7029.0,6845.0,6845.0,6980.0,6873.0,6980.0,6765.0,6908.0
2022,9,13,10000.0,39091.0,8606.0,8880.0,8195.0,8328.0,8179.0,8318.0,8558.0,8186.0,8415.0,8231.0,8231.0,8366.0,8259.0,8366.0,8151.0,8294.0
2022,9,14,1760.0,40477.0,9992.0,10000.0,9581.0,9714.0,9565.0,9705.0,9945.0,9573.0,9801.0,9617.0,9617.0,9752.0,9645.0,9752.0,9537.0,9680.0
2022,9,15,3147.0,41864.0,10000.0,1652.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2022,9,16,4533.0,43250.0,2764.0,3038.0,2353.0,2486.0,2337.0,2477.0,2717.0,2345.0,2573.0,2389.0,2389.0,2524.0,2417.0,2524.0,2309.0,2452.0
2022,9,17,5920.0,44637.0,4151.0,4425.0,3740.0,3873.0,3724.0,3864.0,4103.0,3731.0,3960.0,3776.0,3776.0,3911.0,3804.0,3911.0,3696.0,3839.0
2022,9,18,7306.0,46023.0,5538.0,5812.0,5126.0,5259.0,5110.0,5250.0,5490.0,5118.0,5347.0,5163.0,5163.0,5298.0,5191.0,5297.0,5082.0,5225.0
2022,9,19,8692.0,47409.0,6924.0,7198.0,6512.0,6645.0,6496.0,6636.0,6876.0,6504.0,6733.0,6549.0,6549.0,6684.0,6576.0,6683.0,6468.0,6611.0
2022,9,20,10000.0,48795.0,8310.0,8584.0,7898.0,8031.0,7882.0,8022.0,8262.0,7890.0,8119.0,7935.0,7935.0,8070.0,7963.0,8070.0,7855.0,7998.0
2022,9,21,1464.0,50182.0,9696.0,9970.0,9285.0,9418.0,9269.0,9409.0,9649.0,9277.0,9505.0,9321.0,9321.0,9456.0,9349.0,9456.0,9241.0,9384.0
2022,9,22,2851.0,51569.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2022,9,23,4237.0,52955.0,2468.0,2742.0,2057.0,2190.0,2041.0,2181.0,2420.0,2048.0,2277.0,2093.0,2093.0,2228.0,2121.0,2228.0,2013.0,2156.0
2022,9,24,5623.0,54341.0,3855.0,4128.0,3443.0,3576.0,3427.0,3567.0,3807.0,3435.0,3663.0,3479.0,3479.0,3614.0,3507.0,3614.0,3399.0,3542.0
2022,9,25,7010.0,55728.0,5242.0,5516.0,4830.0,4963.0,4814.0,4954.0,5194.0,4822.0,5051.0,4867.0,4867.0,5002.0,4894.0,5001.0,4786.0,4929.0
2022,9,26,8397.0,57115.0,6628.0,6902.0,6217.0,6350.0,6201.0,6341.0,6581.0,6209.0,6437.0,6253.0,6253.0,6388.0,6281.0,6388.0,6173.0,6316.0
2022,9,27,9784.0,58502.0,8015.0,8289.0,7604.0,7737.0,7588.0,7728.0,7968.0,7596.0,7824.0,7640.0,7640.0,7775.0,7668.0,7775.0,7560.0,7703.0
2022,9,28,10000.0,59888.0,9402.0,9676.0,8990.0,9123.0,8974.0,9114.0,9354.0,8982.0,9211.0,9027.0,9027.0,9162.0,9055.0,9162.0,8947.0,9090.0
2022,9,29,2556.0,61275.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2022,9,30,3942.0,62661.0,2173.0,2447.0,1762.0,1895.0,1746.0,1886.0,2125.0,1753.0,1982.0,1798.0,1798.0,1933.0,1826.0,1933.0,1718.0,1861.0
2022,10,1,5328.0,64047.0,3559.0,3833.0,3148.0,3281.0,3132.0,3272.0,3512.0,3139.0,3368.0,3184.0,3184.0,3319.0,3212.0,3319.0,3104.0,3247.0
2022,10,2,6713.0,65432.0,4944.0,5218.0,4533.0,4666.0,4517.0,4657.0,4897.0,4525.0,4753.0,4569.0,4569.0,4704.0,4597.0,4704.0,4489.0,4632.0
2022,10,3,8099.0,66818.0,6331.0,6604.0,5919.0,6052.0,5903.0,6043.0,6283.0,5911.0,6140.0,5955.0,5955.0,6090.0,5983.0,6090.0,5875.0,6018.0
2022,10,4,9485.0,68204.0,7717.0,7991.0,7305.0,7438.0,7289.0,7429.0,7669.0,7297.0,7526.0,7342.0,7342.0,7477.0,7370.0,7477.0,7262.0,7405.0
2022,10,5,10000.0,69569.0,9082.0,9355.0,8670.0,8803.0,8654.0,8794.0,9034.0,8662.0,8891.0,8707.0,8706.0,8841.0,8734.0,8841.0,8626.0,8769.0
2022,10,6,2222.0,70942.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,9999.0,10000.0
2022,10,7,3596.0,72315.0,1827.0,2101.0,1415.0,1548.0,1399.0,1539.0,1779.0,1407.0,1636.0,1452.0,1452.0,1587.0,1480.0,1587.0,10000.0,1515.0
2022,10,8,4972.0,73692.0,3203.0,3477.0,2792.0,2925.0,2776.0,2916.0,3156.0,2784.0,3012.0,2828.0,2828.0,2963.0,2856.0,2963.0,2748.0,2891.0
2022,10,9,6348.0,75068.0,4579.0,4853.0,4168.0,4300.0,4151.0,4291.0,4531.0,4159.0,4388.0,4204.0,4204.0,4339.0,4232.0,4339.0,4124.0,4267.0
2022,10,10,7723.0,76443.0,5954.0,6228.0,5543.0,5676.0,5527.0,5667.0,5907.0,5535.0,5763.0,5579.0,5579.0,5714.0,5607.0,5714.0,5499.0,5642.0
2022,10,11,9098.0,77818.0,7330.0,7603.0,6918.0,7051.0,6902.0,7042.0,7282.0,6910.0,7139.0,6955.0,6955.0,7089.0,6982.0,7089.0,6874.0,7017.0
2022,10,12,10000.0,79195.0,8706.0,8980.0,8295.0,8428.0,8279.0,8419.0,8659.0,8287.0,8515.0,8331.0,8331.0,8466.0,8359.0,8466.0,8251.0,8394.0
2022,10,13,1850.0,80571.0,10000.0,10000.0,9671.0,9804.0,9655.0,9795.0,10000.0,9663.0,9891.0,9707.0,9707.0,9842.0,9735.0,9842.0,9627.0,9770.0
2022,10,14,3230.0,81951.0,1462.0,1735.0,10000.0,10000.0,10000.0,10000.0,1414.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2022,10,15,4607.0,83328.0,2839.0,3113.0,2427.0,2560.0,2411.0,2551.0,2791.0,2419.0,2648.0,2464.0,2464.0,2599.0,2492.0,2599.0,2384.0,2527.0
2022,10,16,5299.0,84020.0,3531.0,3804.0,3119.0,3252.0,3103.0,3243.0,3483.0,3111.0,3339.0,3155.0,3155.0,3290.0,3183.0,3290.0,3075.0,3218.0
2022,10,17,4054.0,2778.0,2264.0,2633.0,2017.0,2125.0,1968.0,2069.0,2347.0,2008.0,2122.0,2021.0,2017.0,2172.0,2050.0,2172.0,1961.0,2093.0
2022,10,18,5445.0,4169.0,3656.0,4025.0,3408.0,3516.0,3359.0,3460.0,3738.0,3399.0,3514.0,3413.0,3409.0,3564.0,3442.0,3564.0,3353.0,3485.0
